index,year,month,hour,txn_type,txn_status,error_code,remitter_bank,beneficiary_bank,payer_handle,payer_app,payee_handle,payee_app,payee_requested_amount,payee_settlement_amount,difference_amount,payer_state,payee_state,cred_type,cred_subtype,time_of_day
27231,2020,3,12,Reversal,Successful,0,Corporation Bank,Indian Bank,INDIANBANK,BHIM Indian Bank UPI,INDUS,BHIM Indus Pay,77650,77650,0,Goa,Haryana,Personal Loan,Secured Personal Loan,Afternoon
27267,2022,2,12,Reversal,Successful,0,ESAF Small Finance Bank,City Union Bank,ANDB,Bhim Andhra Bank One- UPI App,IDBI,BHIM PAyWIZ by IDBI Bank,71968,71968,0,Haryana,Goa,Credit Card,Balance Transfer Credit Card,Afternoon
27270,2020,5,12,Reversal,Successful,0,Capital Small Finance Bank,Canara Bank,KBL,BHIM KBL UPI(Karnataka Bank),MYICICI,MI Pay,25218,25218,0,Bihar,West Bengal,Debit Card,Standard Debit Card,Afternoon
27272,2020,5,12,Reversal,Successful,0,Madhya Bihar Gramin Bank,IndusInd Bank,KMBL,Khalijeb,INDUS,BHIM Indus Pay,76818,76818,0,Andhra Pradesh,Kerala,Personal Loan,Unsecured Personal Loan,Afternoon
27281,2022,8,12,Reversal,Successful,0,ESAF Small Finance Bank,Bank of Maharashtra,DB,BHIM Dena UPI,RMHDFCBANK,RealMe,23338,23338,0,Odisha,Punjab,Credit Card,Secured Credit Card,Afternoon
27294,2020,2,12,Reversal,Successful,0,UCO Bank,Vijaya Bank,CNRB,BHIM Canara- eMPower,FREECHARGE,Freecharge,48186,48186,0,Odisha,Rajasthan,Line of Credit,Personal Line of Credit,Afternoon
27326,2020,5,12,Reversal,Successful,0,Capital Small Finance Bank,Canara Bank,KBL,BHIM KBL UPI(Karnataka Bank),MYICICI,MI Pay,25218,25218,0,Bihar,West Bengal,Debit Card,Standard Debit Card,Afternoon
27333,2022,8,12,Reversal,Successful,0,ESAF Small Finance Bank,Bank of Maharashtra,DB,BHIM Dena UPI,RMHDFCBANK,RealMe,23338,23338,0,Odisha,Punjab,Credit Card,Secured Credit Card,Afternoon
27334,2022,8,12,Reversal,Successful,0,ESAF Small Finance Bank,Bank of Maharashtra,DB,BHIM Dena UPI,RMHDFCBANK,RealMe,23338,23338,0,Odisha,Punjab,Credit Card,Secured Credit Card,Afternoon
27356,2022,2,12,Reversal,Successful,0,ESAF Small Finance Bank,City Union Bank,ANDB,Bhim Andhra Bank One- UPI App,IDBI,BHIM PAyWIZ by IDBI Bank,71968,71968,0,Haryana,Goa,Credit Card,Balance Transfer Credit Card,Afternoon
27361,2020,2,12,Reversal,Successful,0,UCO Bank,Vijaya Bank,CNRB,BHIM Canara- eMPower,FREECHARGE,Freecharge,48186,48186,0,Odisha,Rajasthan,Line of Credit,Personal Line of Credit,Afternoon
27363,2020,5,12,Reversal,Successful,0,Madhya Bihar Gramin Bank,IndusInd Bank,KMBL,Khalijeb,INDUS,BHIM Indus Pay,76818,76818,0,Andhra Pradesh,Kerala,Personal Loan,Unsecured Personal Loan,Afternoon
27407,2020,5,12,Reversal,Successful,0,Capital Small Finance Bank,Canara Bank,KBL,BHIM KBL UPI(Karnataka Bank),MYICICI,MI Pay,25218,25218,0,Bihar,West Bengal,Debit Card,Standard Debit Card,Afternoon
27414,2022,2,12,Reversal,Successful,0,ESAF Small Finance Bank,City Union Bank,ANDB,Bhim Andhra Bank One- UPI App,IDBI,BHIM PAyWIZ by IDBI Bank,71968,71968,0,Haryana,Goa,Credit Card,Balance Transfer Credit Card,Afternoon
27419,2020,2,12,Reversal,Successful,0,UCO Bank,Vijaya Bank,CNRB,BHIM Canara- eMPower,FREECHARGE,Freecharge,48186,48186,0,Odisha,Rajasthan,Line of Credit,Personal Line of Credit,Afternoon
27421,2020,5,12,Reversal,Successful,0,Madhya Bihar Gramin Bank,IndusInd Bank,KMBL,Khalijeb,INDUS,BHIM Indus Pay,76818,76818,0,Andhra Pradesh,Kerala,Personal Loan,Unsecured Personal Loan,Afternoon
27453,2019,10,12,Reversal,Successful,0,Bharatiya Mahila Bank,Cosmos Co-operative Bank,SBI,BHIM SBI Pay,IDFCBANK,Ultracash,63098,63098,0,Maharashtra,West Bengal,Line of Credit,HELOC (Home Equity Line of Credit),Afternoon
27481,2019,9,12,Reversal,Successful,0,Shamrao Vithal Co-operative Bank,Andhra Bank,APMAHESH,APMAHESH,WAICICI,WhatsApp Pay,88742,88742,0,Kerala,Kerala,Credit Card,Rewards Credit Card,Afternoon
27483,2021,6,12,Reversal,Refunded,U09,Canara Bank,Capital Small Finance Bank,AXISBANK,BHIM Axis Pay UPI App,SC,Standard Chartered UPI,19138,19138,0,Rajasthan,Punjab,Credit Card,Rewards Credit Card,Afternoon
27512,2021,6,12,Reversal,Refunded,U09,Canara Bank,Capital Small Finance Bank,AXISBANK,BHIM Axis Pay UPI App,SC,Standard Chartered UPI,19138,19138,0,Rajasthan,Punjab,Credit Card,Rewards Credit Card,Afternoon
27532,2019,9,12,Reversal,Successful,0,Shamrao Vithal Co-operative Bank,Andhra Bank,APMAHESH,APMAHESH,WAICICI,WhatsApp Pay,88742,88742,0,Kerala,Kerala,Credit Card,Rewards Credit Card,Afternoon
27534,2019,10,12,Reversal,Successful,0,Bharatiya Mahila Bank,Cosmos Co-operative Bank,SBI,BHIM SBI Pay,IDFCBANK,Ultracash,63098,82027,-18929,Maharashtra,West Bengal,Line of Credit,HELOC (Home Equity Line of Credit),Afternoon
27549,2021,6,12,Reversal,Refunded,U09,Canara Bank,Capital Small Finance Bank,AXISBANK,BHIM Axis Pay UPI App,SC,Standard Chartered UPI,19138,19138,0,Rajasthan,Punjab,Credit Card,Rewards Credit Card,Afternoon
27580,2019,9,12,Reversal,Successful,0,Shamrao Vithal Co-operative Bank,Andhra Bank,APMAHESH,APMAHESH,WAICICI,WhatsApp Pay,88742,88742,0,Kerala,Kerala,Credit Card,Rewards Credit Card,Afternoon
27582,2019,10,12,Reversal,Successful,0,Bharatiya Mahila Bank,Cosmos Co-operative Bank,SBI,BHIM SBI Pay,IDFCBANK,Ultracash,63098,82027,-18929,Maharashtra,West Bengal,Line of Credit,HELOC (Home Equity Line of Credit),Afternoon
27626,2019,12,12,Reversal,Successful,0,United Bank of India,Utkarsh Small Finance Bank,AUBANK,BHIM AUPay(AU Small Finance Bank),YESPAY,JusPay Technologies,27536,27536,0,Rajasthan,Haryana,Credit Card,Rewards Credit Card,Afternoon
27676,2019,12,12,Reversal,Successful,0,United Bank of India,Utkarsh Small Finance Bank,AUBANK,BHIM AUPay(AU Small Finance Bank),YESPAY,JusPay Technologies,27536,27536,0,Rajasthan,Haryana,Credit Card,Rewards Credit Card,Afternoon
27727,2019,12,12,Reversal,Successful,0,United Bank of India,Utkarsh Small Finance Bank,AUBANK,BHIM AUPay(AU Small Finance Bank),YESPAY,JusPay Technologies,27536,27536,0,Rajasthan,Haryana,Credit Card,Rewards Credit Card,Afternoon
27777,2021,5,12,Reversal,Successful,0,Bank of Maharashtra,HDFC Bank,HSBC,HSBC Simple Pay,CITIGOLD,CITI Bank (Mobile Banking App),32528,32528,0,West Bengal,Bihar,Home Loan,Fixed-Rate Mortgage,Afternoon
27806,2022,11,12,Reversal,Successful,0,Bank of Baroda,Federal Bank,AXISBANK,BHIM Axis Pay UPI App,ICICI,ICICI iMobile,98684,98684,0,Andhra Pradesh,West Bengal,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
27816,2022,11,12,Reversal,Successful,0,Bank of Baroda,Federal Bank,AXISBANK,BHIM Axis Pay UPI App,ICICI,ICICI iMobile,98684,128289,-29605,Andhra Pradesh,West Bengal,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
27850,2021,5,12,Reversal,Successful,0,Bank of Maharashtra,HDFC Bank,HSBC,HSBC Simple Pay,CITIGOLD,CITI Bank (Mobile Banking App),32528,32528,0,West Bengal,Bihar,Home Loan,Fixed-Rate Mortgage,Afternoon
27863,2022,11,12,Reversal,Successful,0,Bank of Baroda,Federal Bank,AXISBANK,BHIM Axis Pay UPI App,ICICI,ICICI iMobile,98684,128289,-29605,Andhra Pradesh,West Bengal,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
27899,2021,5,12,Reversal,Successful,0,Bank of Maharashtra,HDFC Bank,HSBC,HSBC Simple Pay,CITIGOLD,CITI Bank (Mobile Banking App),32528,32528,0,West Bengal,Bihar,Home Loan,Fixed-Rate Mortgage,Afternoon
27904,2023,2,12,Reversal,Successful,0,City Union Bank,Bank of Baroda,FINOBANK,Fino Bpay(Fino Payments Bank),CITIBANK,CITI Corporate (Merchant Acquiring Bank),21234,21234,0,Maharashtra,Gujarat,Personal Loan,Secured Personal Loan,Afternoon
27919,2021,11,12,Reversal,Successful,0,Federal Bank,Federal Bank,HSBC,HSBC Simple Pay,SC,Standard Chartered UPI,49838,49838,0,Uttar Pradesh,West Bengal,Auto Loan,New Car Loan,Afternoon
27922,2019,8,12,Reversal,Successful,0,Madhya Bihar Gramin Bank,Cosmos Co-operative Bank,PAYTM,Paytm UPI App,CBIN,BHIM Cent UPI(Central Bank of India),8992,8992,0,Andhra Pradesh,Maharashtra,Auto Loan,Used Car Loan,Afternoon
27926,2023,7,12,Reversal,Successful,0,Cosmos Co-operative Bank,NKGSB Co-operative Bank,DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),BARODAMPAY,BHIM Baroda PAY,85796,85796,0,Punjab,Gujarat,Personal Loan,Unsecured Personal Loan,Afternoon
27927,2023,2,12,Reversal,Successful,0,City Union Bank,Bank of Baroda,FINOBANK,Fino Bpay(Fino Payments Bank),CITIBANK,CITI Corporate (Merchant Acquiring Bank),21234,22257,-1023,Maharashtra,Gujarat,Personal Loan,Secured Personal Loan,Afternoon
27936,2023,10,12,Reversal,Successful,0,Baroda Gujarat Gramin Bank,RBL Bank,PAYTM,Paytm UPI App,DBAG,Deutsche Bank AG (Web Collect),42278,42278,0,West Bengal,Rajasthan,Debit Card,Prepaid Debit Card,Afternoon
27960,2021,11,12,Reversal,Successful,0,Federal Bank,Federal Bank,HSBC,HSBC Simple Pay,SC,Standard Chartered UPI,49838,64789,-14951,Uttar Pradesh,West Bengal,Auto Loan,New Car Loan,Afternoon
27984,2023,7,12,Reversal,Successful,0,Cosmos Co-operative Bank,NKGSB Co-operative Bank,DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),BARODAMPAY,BHIM Baroda PAY,85796,89941,-4145,Punjab,Gujarat,Personal Loan,Unsecured Personal Loan,Afternoon
27992,2023,10,12,Reversal,Successful,0,Baroda Gujarat Gramin Bank,RBL Bank,PAYTM,Paytm UPI App,DBAG,Deutsche Bank AG (Web Collect),42278,57615,-15337,West Bengal,Rajasthan,Debit Card,Prepaid Debit Card,Afternoon
28006,2019,8,12,Reversal,Successful,0,Madhya Bihar Gramin Bank,Cosmos Co-operative Bank,PAYTM,Paytm UPI App,CBIN,BHIM Cent UPI(Central Bank of India),8992,8992,0,Andhra Pradesh,Maharashtra,Auto Loan,Used Car Loan,Afternoon
28010,2023,7,12,Reversal,Successful,0,Cosmos Co-operative Bank,NKGSB Co-operative Bank,DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),BARODAMPAY,BHIM Baroda PAY,85796,89941,-4145,Punjab,Gujarat,Personal Loan,Unsecured Personal Loan,Afternoon
28034,2023,2,12,Reversal,Successful,0,City Union Bank,Bank of Baroda,FINOBANK,Fino Bpay(Fino Payments Bank),CITIBANK,CITI Corporate (Merchant Acquiring Bank),21234,22257,-1023,Maharashtra,Gujarat,Personal Loan,Secured Personal Loan,Afternoon
28040,2021,11,12,Reversal,Successful,0,Federal Bank,Federal Bank,HSBC,HSBC Simple Pay,SC,Standard Chartered UPI,49838,64789,-14951,Uttar Pradesh,West Bengal,Auto Loan,New Car Loan,Afternoon
28050,2023,10,12,Reversal,Successful,0,Baroda Gujarat Gramin Bank,RBL Bank,PAYTM,Paytm UPI App,DBAG,Deutsche Bank AG (Web Collect),42278,57615,-15337,West Bengal,Rajasthan,Debit Card,Prepaid Debit Card,Afternoon
28064,2019,8,12,Reversal,Successful,0,Madhya Bihar Gramin Bank,Cosmos Co-operative Bank,PAYTM,Paytm UPI App,CBIN,BHIM Cent UPI(Central Bank of India),8992,8992,0,Andhra Pradesh,Maharashtra,Auto Loan,Used Car Loan,Afternoon
28106,2020,11,12,Reversal,Successful,0,Jammu & Kashmir Bank,Paschim Banga Gramin Bank,WAICICI,WhatsApp Pay,IPPB,India Post Payments Bank,58450,58450,0,West Bengal,Kerala,Overdraft,Business Overdraft,Afternoon
28114,2022,10,12,Reversal,Cancelled,U69,Bank of India,Indian Bank,OKHDFCBANK,Google Pay,PAYTM,Paytm UPI App,38104,38104,0,Tamil Nadu,Tamil Nadu,Auto Loan,New Car Loan,Afternoon
28119,2022,2,12,Reversal,Successful,0,City Union Bank,Cosmos Co-operative Bank,CITI,CITI Bank (Mobile Banking App),DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),4590,4590,0,Bihar,Jharkhand,Debit Card,Prepaid Debit Card,Afternoon
28130,2022,3,12,Reversal,Successful,0,Indian Overseas Bank,Saraswat Cooperative Bank,IDFCBANK,Ultracash,FINOBANK,Fino Bpay(Fino Payments Bank),37882,37882,0,Haryana,Tamil Nadu,Overdraft,Personal Overdraft,Afternoon
28151,2022,2,12,Reversal,Successful,0,City Union Bank,Cosmos Co-operative Bank,CITI,CITI Bank (Mobile Banking App),DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),4590,4590,0,Bihar,Jharkhand,Debit Card,Prepaid Debit Card,Afternoon
28155,2022,10,12,Reversal,Cancelled,U69,Bank of India,Indian Bank,OKHDFCBANK,Google Pay,PAYTM,Paytm UPI App,38104,49535,-11431,Tamil Nadu,Tamil Nadu,Auto Loan,New Car Loan,Afternoon
28181,2022,3,12,Reversal,Successful,0,Indian Overseas Bank,Saraswat Cooperative Bank,IDFCBANK,Ultracash,FINOBANK,Fino Bpay(Fino Payments Bank),37882,37882,0,Haryana,Tamil Nadu,Overdraft,Personal Overdraft,Afternoon
28186,2020,11,12,Reversal,Successful,0,Jammu & Kashmir Bank,Paschim Banga Gramin Bank,WAICICI,WhatsApp Pay,IPPB,India Post Payments Bank,58450,75985,-17535,West Bengal,Kerala,Overdraft,Business Overdraft,Afternoon
28191,2022,10,12,Reversal,Cancelled,U69,Bank of India,Indian Bank,OKHDFCBANK,Google Pay,PAYTM,Paytm UPI App,38104,49535,-11431,Tamil Nadu,Tamil Nadu,Auto Loan,New Car Loan,Afternoon
28196,2022,2,12,Reversal,Successful,0,City Union Bank,Cosmos Co-operative Bank,CITI,CITI Bank (Mobile Banking App),DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),4590,4590,0,Bihar,Jharkhand,Debit Card,Prepaid Debit Card,Afternoon
28225,2020,11,12,Reversal,Successful,0,Jammu & Kashmir Bank,Paschim Banga Gramin Bank,WAICICI,WhatsApp Pay,IPPB,India Post Payments Bank,58450,75985,-17535,West Bengal,Kerala,Overdraft,Business Overdraft,Afternoon
28230,2022,3,12,Reversal,Successful,0,Indian Overseas Bank,Saraswat Cooperative Bank,IDFCBANK,Ultracash,FINOBANK,Fino Bpay(Fino Payments Bank),37882,37882,0,Haryana,Tamil Nadu,Overdraft,Personal Overdraft,Afternoon
28252,2019,3,12,Reversal,Successful,0,Axis Bank,Nainital Bank,DLB,BHIM DLB,CUB,City Union Bank UPI,91894,91894,0,Odisha,Andhra Pradesh,Credit Card,Rewards Credit Card,Afternoon
28297,2022,6,12,Reversal,Successful,0,HDFC Bank,Federal Bank,DLB,BHIM DLB,BOI,BHIM BOI? UPI,83440,83440,0,Gujarat,Karnataka,Line of Credit,Personal Line of Credit,Afternoon
28301,2022,6,12,Reversal,Successful,0,HDFC Bank,Federal Bank,DLB,BHIM DLB,BOI,BHIM BOI? UPI,83440,83440,0,Gujarat,Karnataka,Line of Credit,Personal Line of Credit,Afternoon
28331,2019,3,12,Reversal,Successful,0,Axis Bank,Nainital Bank,DLB,BHIM DLB,CUB,City Union Bank UPI,91894,91894,0,Odisha,Andhra Pradesh,Credit Card,Rewards Credit Card,Afternoon
28365,2022,6,12,Reversal,Successful,0,HDFC Bank,Federal Bank,DLB,BHIM DLB,BOI,BHIM BOI? UPI,83440,83440,0,Gujarat,Karnataka,Line of Credit,Personal Line of Credit,Afternoon
28386,2019,3,12,Reversal,Successful,0,Axis Bank,Nainital Bank,DLB,BHIM DLB,CUB,City Union Bank UPI,91894,91894,0,Odisha,Andhra Pradesh,Credit Card,Rewards Credit Card,Afternoon
28431,2022,2,12,Reversal,Successful,0,Union Bank of India,Lakshmi Vilas Bank,CBIN,BHIM Cent UPI(Central Bank of India),IDFCBANK,Ultracash,37568,37568,0,Haryana,Odisha,Overdraft,Business Overdraft,Afternoon
28434,2023,9,12,Reversal,Successful,0,Nainital Bank,AU Small Finance Bank,JIO,MyJio (Jio Payments Bank),JPB,MyJio (Jio Payments Bank),45610,45610,0,Uttarakhand,Punjab,Auto Loan,Used Car Loan,Afternoon
28442,2019,6,12,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Syndicate Bank,RMHDFCBANK,RealMe,IDBI,BHIM PAyWIZ by IDBI Bank,96202,96202,0,Rajasthan,Jammu and Kashmir,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
28444,2022,9,12,Reversal,Successful,0,IDFC First Bank,NKGSB Co-operative Bank,CNRB,BHIM Canara- eMPower,DBS,Digibank (DBS),12974,12974,0,Rajasthan,Maharashtra,Overdraft,Business Overdraft,Afternoon
28449,2021,9,12,Reversal,Successful,0,Indian Bank,Jammu & Kashmir Bank,BANDHAN,Bandhan Bank UPI,JPB,MyJio (Jio Payments Bank),47632,47632,0,West Bengal,Goa,Debit Card,Standard Debit Card,Afternoon
28466,2021,9,12,Reversal,Successful,0,Indian Bank,Jammu & Kashmir Bank,BANDHAN,Bandhan Bank UPI,JPB,MyJio (Jio Payments Bank),47632,47632,0,West Bengal,Goa,Debit Card,Standard Debit Card,Afternoon
28468,2022,9,12,Reversal,Successful,0,IDFC First Bank,NKGSB Co-operative Bank,CNRB,BHIM Canara- eMPower,DBS,Digibank (DBS),12974,12974,0,Rajasthan,Maharashtra,Overdraft,Business Overdraft,Afternoon
28491,2023,9,12,Reversal,Successful,0,Nainital Bank,AU Small Finance Bank,JIO,MyJio (Jio Payments Bank),JPB,MyJio (Jio Payments Bank),45610,47812,-2202,Uttarakhand,Punjab,Auto Loan,Used Car Loan,Afternoon
28497,2019,6,12,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Syndicate Bank,RMHDFCBANK,RealMe,IDBI,BHIM PAyWIZ by IDBI Bank,96202,96202,0,Rajasthan,Jammu and Kashmir,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
28507,2022,2,12,Reversal,Successful,0,Union Bank of India,Lakshmi Vilas Bank,CBIN,BHIM Cent UPI(Central Bank of India),IDFCBANK,Ultracash,37568,37568,0,Haryana,Odisha,Overdraft,Business Overdraft,Afternoon
28513,2022,9,12,Reversal,Successful,0,IDFC First Bank,NKGSB Co-operative Bank,CNRB,BHIM Canara- eMPower,DBS,Digibank (DBS),12974,12974,0,Rajasthan,Maharashtra,Overdraft,Business Overdraft,Afternoon
28515,2021,9,12,Reversal,Successful,0,Indian Bank,Jammu & Kashmir Bank,BANDHAN,Bandhan Bank UPI,JPB,MyJio (Jio Payments Bank),47632,47632,0,West Bengal,Goa,Debit Card,Standard Debit Card,Afternoon
28543,2023,9,12,Reversal,Successful,0,Nainital Bank,AU Small Finance Bank,JIO,MyJio (Jio Payments Bank),JPB,MyJio (Jio Payments Bank),45610,47812,-2202,Uttarakhand,Punjab,Auto Loan,Used Car Loan,Afternoon
28549,2019,6,12,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Syndicate Bank,RMHDFCBANK,RealMe,IDBI,BHIM PAyWIZ by IDBI Bank,96202,96202,0,Rajasthan,Jammu and Kashmir,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
28553,2022,2,12,Reversal,Successful,0,Union Bank of India,Lakshmi Vilas Bank,CBIN,BHIM Cent UPI(Central Bank of India),IDFCBANK,Ultracash,37568,37568,0,Haryana,Odisha,Overdraft,Business Overdraft,Afternoon
28605,2023,10,12,Reversal,Successful,0,Karnataka Bank,United Bank of India,FBL,Cointab,HDFCBANKJD,JustDial,14726,14726,0,Goa,Rajasthan,Overdraft,Business Overdraft,Afternoon
28607,2019,12,12,Reversal,Successful,0,Lakshmi Vilas Bank,Bank of Maharashtra,DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),RBL,BHIM RBL Pay,65672,65672,0,Rajasthan,Rajasthan,Personal Loan,Secured Personal Loan,Afternoon
28618,2023,8,12,Reversal,Refunded,U30,HDFC Bank,NKGSB Co-operative Bank,TIMECOSMOS,TIMECOSMOS,UNIONBANK,BHIM Union Bank UPI App,31662,31662,0,Odisha,Haryana,Overdraft,Business Overdraft,Afternoon
28623,2021,7,12,Reversal,Successful,0,IDFC First Bank,Jammu & Kashmir Bank,IMOBILE,ICICI iMobile,MYICICI,MI Pay,71264,71264,0,Andhra Pradesh,Maharashtra,Credit Card,Balance Transfer Credit Card,Afternoon
28644,2023,8,12,Reversal,Refunded,U30,HDFC Bank,NKGSB Co-operative Bank,TIMECOSMOS,TIMECOSMOS,UNIONBANK,BHIM Union Bank UPI App,31662,33191,-1529,Odisha,Haryana,Overdraft,Business Overdraft,Afternoon
28667,2019,12,12,Reversal,Successful,0,Lakshmi Vilas Bank,Bank of Maharashtra,DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),RBL,BHIM RBL Pay,65672,65672,0,Rajasthan,Rajasthan,Personal Loan,Secured Personal Loan,Afternoon
28678,2021,7,12,Reversal,Successful,0,IDFC First Bank,Jammu & Kashmir Bank,IMOBILE,ICICI iMobile,MYICICI,MI Pay,71264,71264,0,Andhra Pradesh,Maharashtra,Credit Card,Balance Transfer Credit Card,Afternoon
28685,2023,10,12,Reversal,Successful,0,Karnataka Bank,United Bank of India,FBL,Cointab,HDFCBANKJD,JustDial,14726,20064,-5338,Goa,Rajasthan,Overdraft,Business Overdraft,Afternoon
28692,2023,8,12,Reversal,Refunded,U30,HDFC Bank,NKGSB Co-operative Bank,TIMECOSMOS,TIMECOSMOS,UNIONBANK,BHIM Union Bank UPI App,31662,33191,-1529,Odisha,Haryana,Overdraft,Business Overdraft,Afternoon
28725,2019,12,12,Reversal,Successful,0,Lakshmi Vilas Bank,Bank of Maharashtra,DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),RBL,BHIM RBL Pay,65672,65672,0,Rajasthan,Rajasthan,Personal Loan,Secured Personal Loan,Afternoon
28729,2023,10,12,Reversal,Successful,0,Karnataka Bank,United Bank of India,FBL,Cointab,HDFCBANKJD,JustDial,14726,20064,-5338,Goa,Rajasthan,Overdraft,Business Overdraft,Afternoon
28736,2021,7,12,Reversal,Successful,0,IDFC First Bank,Jammu & Kashmir Bank,IMOBILE,ICICI iMobile,MYICICI,MI Pay,71264,71264,0,Andhra Pradesh,Maharashtra,Credit Card,Balance Transfer Credit Card,Afternoon
28762,2021,4,12,Reversal,Successful,0,North East Small Finance Bank,Saraswat Cooperative Bank,AXISB,Cred,POSTBANK,India Post Payments Bank,66036,66036,0,Andhra Pradesh,Rajasthan,Credit Card,Secured Credit Card,Afternoon
28803,2022,12,12,Reversal,Successful,0,Bandhan Bank,Indian Bank,ESAF,ESAF,FBL,Cointab,320,320,0,Tamil Nadu,Andhra Pradesh,Personal Loan,Unsecured Personal Loan,Afternoon
28818,2022,12,12,Reversal,Successful,0,Bandhan Bank,Indian Bank,ESAF,ESAF,FBL,Cointab,320,320,0,Tamil Nadu,Andhra Pradesh,Personal Loan,Unsecured Personal Loan,Afternoon
28833,2021,4,12,Reversal,Successful,0,North East Small Finance Bank,Saraswat Cooperative Bank,AXISB,Cred,POSTBANK,India Post Payments Bank,66036,66036,0,Andhra Pradesh,Rajasthan,Credit Card,Secured Credit Card,Afternoon
28862,2021,4,12,Reversal,Successful,0,North East Small Finance Bank,Saraswat Cooperative Bank,AXISB,Cred,POSTBANK,India Post Payments Bank,66036,66036,0,Andhra Pradesh,Rajasthan,Credit Card,Secured Credit Card,Afternoon
28887,2022,12,12,Reversal,Successful,0,Bandhan Bank,Indian Bank,ESAF,ESAF,FBL,Cointab,320,320,0,Tamil Nadu,Andhra Pradesh,Personal Loan,Unsecured Personal Loan,Afternoon
28957,2023,6,12,Reversal,Successful,0,Saraswat Cooperative Bank,Capital Small Finance Bank,SIB,BHIM SIB UPI,CSBPAY,CSB UPI,91290,91290,0,Jammu and Kashmir,Bihar,Personal Loan,Unsecured Personal Loan,Afternoon
28964,2020,7,12,Reversal,Successful,0,South Indian Bank,Indian Overseas Bank,AXISB,Cred,KBL,BHIM KBL UPI(Karnataka Bank),23632,23632,0,West Bengal,Tamil Nadu,Overdraft,Personal Overdraft,Afternoon
28996,2020,5,12,Reversal,Successful,0,Karnataka Bank,Paschim Banga Gramin Bank,IDFCFIRST,IDFC Bank BHIM UPI App,IDFCFIRST,IDFC Bank BHIM UPI App,19952,19952,0,Goa,Kerala,Credit Card,Rewards Credit Card,Afternoon
28998,2021,4,12,Reversal,Successful,0,Jammu & Kashmir Bank,AU Small Finance Bank,PSB,BHIM PSB(Punjab Sind Bank),CNRB,BHIM Canara- eMPower,98986,98986,0,Uttar Pradesh,Bihar,Home Loan,Fixed-Rate Mortgage,Afternoon
29005,2020,5,12,Reversal,Successful,0,Karnataka Bank,Paschim Banga Gramin Bank,IDFCFIRST,IDFC Bank BHIM UPI App,IDFCFIRST,IDFC Bank BHIM UPI App,19952,19952,0,Goa,Kerala,Credit Card,Rewards Credit Card,Afternoon
29007,2020,5,12,Reversal,Successful,0,Karnataka Bank,Paschim Banga Gramin Bank,IDFCFIRST,IDFC Bank BHIM UPI App,IDFCFIRST,IDFC Bank BHIM UPI App,19952,19952,0,Goa,Kerala,Credit Card,Rewards Credit Card,Afternoon
29016,2021,4,12,Reversal,Successful,0,Jammu & Kashmir Bank,AU Small Finance Bank,PSB,BHIM PSB(Punjab Sind Bank),CNRB,BHIM Canara- eMPower,98986,98986,0,Uttar Pradesh,Bihar,Home Loan,Fixed-Rate Mortgage,Afternoon
29035,2020,7,12,Reversal,Successful,0,South Indian Bank,Indian Overseas Bank,AXISB,Cred,KBL,BHIM KBL UPI(Karnataka Bank),23632,23632,0,West Bengal,Tamil Nadu,Overdraft,Personal Overdraft,Afternoon
29063,2023,6,12,Reversal,Successful,0,Saraswat Cooperative Bank,Capital Small Finance Bank,SIB,BHIM SIB UPI,CSBPAY,CSB UPI,91290,95701,-4411,Jammu and Kashmir,Bihar,Personal Loan,Unsecured Personal Loan,Afternoon
29092,2021,4,12,Reversal,Successful,0,Jammu & Kashmir Bank,AU Small Finance Bank,PSB,BHIM PSB(Punjab Sind Bank),CNRB,BHIM Canara- eMPower,98986,98986,0,Uttar Pradesh,Bihar,Home Loan,Fixed-Rate Mortgage,Afternoon
29104,2020,7,12,Reversal,Successful,0,South Indian Bank,Indian Overseas Bank,AXISB,Cred,KBL,BHIM KBL UPI(Karnataka Bank),23632,23632,0,West Bengal,Tamil Nadu,Overdraft,Personal Overdraft,Afternoon
29143,2023,6,12,Reversal,Successful,0,Saraswat Cooperative Bank,Capital Small Finance Bank,SIB,BHIM SIB UPI,CSBPAY,CSB UPI,91290,95701,-4411,Jammu and Kashmir,Bihar,Personal Loan,Unsecured Personal Loan,Afternoon
